description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Piña Hawai,,2.0,kg,2.69,plaza_vea,2024-12-04 13:58:10.559362,PIÑA,2.0,kg,2.69,PIÑA
Piña para Jugo x kg,,1.0,kg,2.75,wong,2024-12-04 19:43:13.516552,PIÑA,1.0,kg,2.75,PIÑA
Piña Golden en trozos La Dulcesita Bandeja 200 g,,200.0,g,4.49,wong,2024-12-04 19:43:13.516552,PIÑA,200.0,g,4.49,PIÑA
Piña Golden Metro x kg,,1.0,kg,4.99,metro,2024-12-04 21:37:18.801089,PIÑA,1.0,kg,4.99,PIÑA
Piña Golden,,2.5,kg,5.2,plaza_vea,2024-12-04 13:58:10.559362,PIÑA,2.5,kg,5.2,PIÑA
Piña Golden Wong x kg,,1.0,kg,5.69,wong,2024-12-04 19:43:13.516552,PIÑA,1.0,kg,5.69,PIÑA
Piña Golden x kg,VIVANDA,1.0,kg,5.79,vivanda,2024-12-04 17:50:29.768247,PIÑA,1.0,kg,5.79,PIÑA
Piña en Trozos BELL'S en Almíbar Lata 567g,BELL'S,567.0,g,6.4,vivanda,2024-12-04 17:50:29.768247,PIÑA,567.0,g,6.4,PIÑA
Piña en Trozos BELL'S Bandeja 300g,,300.0,g,6.5,plaza_vea,2024-12-04 13:58:10.559362,PIÑA,300.0,g,6.5,PIÑA
Piña en Rodajas BELL'S en Almíbar Lata 567g,BELL'S,567.0,g,6.9,vivanda,2024-12-04 17:50:29.768247,PIÑA,567.0,g,6.9,PIÑA
Piña Golden en trozos La Dulcesita Bandeja 400 g,,400.0,g,6.99,wong,2024-12-04 19:43:13.516552,PIÑA,400.0,g,6.99,PIÑA
Piña en Rodajas BALI Lata 227g,BALI,227.0,g,7.1,vivanda,2024-12-04 17:50:29.768247,PIÑA,227.0,g,7.1,PIÑA
Piña en Trozos Golden 350g,,350.0,g,8.49,metro,2024-12-04 21:37:18.801089,PIÑA,350.0,g,8.49,PIÑA
Piña Golden en Trozos Congelada FEST Paquete 5...,,500.0,g,8.9,plaza_vea,2024-12-04 13:58:10.559362,PIÑA,500.0,g,8.9,PIÑA
Piña Golden en Trozos Congelada FEST Paquete 500g,FEST,500.0,g,8.9,vivanda,2024-12-04 17:50:29.768247,PIÑA,500.0,g,8.9,PIÑA
Piña en Trozos Congelada Fest 500g,,500.0,g,8.99,wong,2024-12-04 19:43:13.516552,PIÑA,500.0,g,8.99,PIÑA
Piña en Trozos Golden 350g,,350.0,g,8.99,wong,2024-12-04 19:43:13.516552,PIÑA,350.0,g,8.99,PIÑA
Piña Madura Golden x kg,,1.0,kg,9.89,wong,2024-12-04 19:43:13.516552,PIÑA,1.0,kg,9.89,PIÑA
Piña en Trozos BELL'S Bandeja 500g,,500.0,g,9.89,plaza_vea,2024-12-04 13:58:10.559362,PIÑA,500.0,g,9.89,PIÑA
Piña Golden Madura,,2.5,kg,11.9,plaza_vea,2024-12-04 13:58:10.559362,PIÑA,2.5,kg,11.9,PIÑA
Piña en Rodajas Bali Lata 567 g,,567.0,g,12.2,wong,2024-12-04 19:43:13.516552,PIÑA,567.0,g,12.2,PIÑA
