description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Bebida Frutaris Sabor Frutas Cítricas Botella 500ml,,500.0,ml,1.2,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,500.0,ml,1.2,BEBIDA DE FRUTA ENVASADA
Bebida en Polvo Clight Sin Calorías Sabor Naranja 14g,,14.0,g,2.3,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,14.0,g,2.3,BEBIDA DE FRUTA ENVASADA
Bebida de Durazno Frugos del Valle Botella 300ml,,300.0,ml,2.3,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,300.0,ml,2.3,BEBIDA DE FRUTA ENVASADA
Bebida de Durazno Frugos del Valle Botella 300ml,,300.0,ml,2.35,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,300.0,ml,2.35,BEBIDA DE FRUTA ENVASADA
Bebida FRUGOS DEL VALLE Sabor a Manzana Caja 970ml,FRUGOS,970.0,ml,3.9,vivanda,2024-12-04 18:20:33.841173,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Naranja Frugos del Valle Caja 970ml,,970.0,ml,3.9,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Durazno Gloria Caja 1L,,1.0,l,3.9,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,1.0,l,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Mango Frugos del Valle Caja 970ml,,970.0,ml,3.9,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Manzana Frugos del Valle Caja 970ml,,970.0,ml,3.9,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida FRUGOS Sabor a Mango Caja 970ml,FRUGOS,970.0,ml,3.9,vivanda,2024-12-04 18:20:33.841173,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Mango Frugos del Valle Caja 970ml,,970.0,ml,3.9,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Durazno Frugos del Valle Caja 970ml,,970.0,ml,3.9,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida de Naranja Frugos del Valle Caja 970ml,,970.0,ml,3.9,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,970.0,ml,3.9,BEBIDA DE FRUTA ENVASADA
Bebida GLORIA Durazno Caja 1L,Gloria,1.0,l,4.0,vega,2024-12-04 14:49:33.002432,BEBIDA DE FRUTA ENVASADA,1.0,l,4.0,BEBIDA DE FRUTA ENVASADA
Bebida GLORIA Naranja Caja 1L,Gloria,1.0,l,4.0,vega,2024-12-04 14:49:33.002432,BEBIDA DE FRUTA ENVASADA,1.0,l,4.0,BEBIDA DE FRUTA ENVASADA
Bebida de Mango y Fresa Frugos del Valle Caja 1L,,1.0,l,4.5,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,1.0,l,4.5,BEBIDA DE FRUTA ENVASADA
Bebida de Mango y Fresa Frugos del Valle Caja 1L,,1.0,l,4.5,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,1.0,l,4.5,BEBIDA DE FRUTA ENVASADA
Bebida de Durazno Frugos del Valle Botella 1L,,1.0,l,4.5,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,1.0,l,4.5,BEBIDA DE FRUTA ENVASADA
Bebida de Piña y Mandarina Frugos del Valle Caja 1L,,1.0,l,4.5,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,1.0,l,4.5,BEBIDA DE FRUTA ENVASADA
Bebida FRUGOS Mango y Fresa Caja 1L,FRUGOS,1.0,l,4.5,vivanda,2024-12-04 18:20:33.841173,BEBIDA DE FRUTA ENVASADA,1.0,l,4.5,BEBIDA DE FRUTA ENVASADA
Bebida Frutaris Sabor Frutas Cítricas Botella 3L,,3.0,l,4.9,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,3.0,l,4.9,BEBIDA DE FRUTA ENVASADA
Bebida de Naranja Gloria Caja 1.5L,,1.5,l,4.9,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,1.5,l,4.9,BEBIDA DE FRUTA ENVASADA
Bebida de Naranja Gloria Caja 1.5L,,1.5,l,4.9,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,1.5,l,4.9,BEBIDA DE FRUTA ENVASADA
Bebida Frutaris Sabor Frutas Cítricas Botella 3L,,3.0,l,4.9,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,3.0,l,4.9,BEBIDA DE FRUTA ENVASADA
Bebida Energizante Volt Gamer Ponche de Frutas Lata 473ml,,473.0,ml,4.99,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,473.0,ml,4.99,BEBIDA DE FRUTA ENVASADA
Bebida Rehidratante POWERADE Frutas Botella 1.5L,POWERADE,1.5,l,5.5,vivanda,2024-12-04 18:20:33.841173,BEBIDA DE FRUTA ENVASADA,1.5,l,5.5,BEBIDA DE FRUTA ENVASADA
Bebida de Durazno Frugos del Valle Caja 1.5L,,1.5,l,5.5,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,1.5,l,5.5,BEBIDA DE FRUTA ENVASADA
Bebida de Naranja Frugos del Valle Caja 1.5L,,1.5,l,5.5,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,1.5,l,5.5,BEBIDA DE FRUTA ENVASADA
Bebida de Manzana Frugos del Valle Caja 1.5L,,1.5,l,5.5,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,1.5,l,5.5,BEBIDA DE FRUTA ENVASADA
Bebida Rehidratante Suerox Sabor Naranja - Mandarina Botella 630ml,,630.0,ml,6.5,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,630.0,ml,6.5,BEBIDA DE FRUTA ENVASADA
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 1.87 lt",,1.87,l,7.1,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,1.87,l,7.1,BEBIDA DE FRUTA ENVASADA
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 3 Litros",,3.0,l,7.1,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,3.0,l,7.1,BEBIDA DE FRUTA ENVASADA
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 3L",,3.0,l,7.1,metro,2024-12-04 22:28:47.703244,BEBIDA DE FRUTA ENVASADA,3.0,l,7.1,BEBIDA DE FRUTA ENVASADA
Frutas en Conserva FRUTO DE ORO Pera en Mitades Lata 820g,FRUTO DE ORO,820.0,g,11.3,vivanda,2024-12-04 18:20:33.841173,BEBIDA DE FRUTA ENVASADA,820.0,g,11.3,BEBIDA DE FRUTA ENVASADA
Bebida Rehidratante GATORADE Tropical Fruit Botella 500ml Paquete 6un,GATORADE,500.0,ml,12.7,vivanda,2024-12-04 18:20:33.841173,BEBIDA DE FRUTA ENVASADA,500.0,ml,12.7,BEBIDA DE FRUTA ENVASADA
Frutas del Bosque Green Food 400g,,400.0,g,15.0,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,400.0,g,15.0,BEBIDA DE FRUTA ENVASADA
Bebida de Arándano Ocean Spray Botella 1.89L,,1.89,l,24.9,wong,2024-12-04 20:57:51.234171,BEBIDA DE FRUTA ENVASADA,1.89,l,24.9,BEBIDA DE FRUTA ENVASADA
Bebida Rehidratante GATORADE Tropical Fruit Pack 12un Botella 500ml,Gatorade,12.0,un,30.0,vega,2024-12-04 14:49:33.002432,BEBIDA DE FRUTA ENVASADA,12.0,un,30.0,BEBIDA DE FRUTA ENVASADA
