description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Panetón con Chispas Sabor Chocolate Cuisine & Co Doypack 90g,,90.0,g,2.5,metro,2024-12-05 15:15:01.156214,PANETÓN,90.0,g,2.5,PANETÓN
Panetón BELL'S Chispas de Chocolate Bolsa 90g,BELL'S,90.0,g,3.1,vivanda,2024-12-05 21:34:08.513451,PANETÓN,90.0,g,3.1,PANETÓN
Panetón Todinnito con Frutas Confitadas y Pasas 85g,TODINNO,85.0,g,3.3,tottus,2024-12-05 11:17:35.295222,PANETÓN,85.0,g,3.3,PANETÓN
Panetón GLORIA MiniChoco Bolsa 90g,Gloria,90.0,g,3.7,vega,2024-12-05 11:46:23.316719,PANETÓN,90.0,g,3.7,PANETÓN
Panetón Donofrio Panetoncito Bolsa x 80 g,D'ONOFRIO,80.0,g,3.9,tottus,2024-12-05 11:17:35.295222,PANETÓN,80.0,g,3.9,PANETÓN
Panetón D'onofrio Panetoncito Caja 90g,,90.0,g,4.5,metro,2024-12-05 15:15:01.156214,PANETÓN,90.0,g,4.5,PANETÓN
Panetón con Trozos de Chocolate TODINNO Ciocco...,,80.0,g,4.6,plaza_vea,2024-12-05 14:32:54.227755,PANETÓN,80.0,g,4.6,PANETÓN
Panetón con Pasas y Frutas Confitadas TODINNIT...,,85.0,g,4.6,plaza_vea,2024-12-05 14:32:54.227755,PANETÓN,85.0,g,4.6,PANETÓN
Panetón BELL'S Bolsa 800g,,800.0,g,10.2,plaza_vea,2024-12-05 14:32:54.227755,PANETÓN,800.0,g,10.2,PANETÓN
Panetón Tradicional Máxima Doypack 800g,,800.0,g,10.5,metro,2024-12-05 15:15:01.156214,PANETÓN,800.0,g,10.5,PANETÓN
Panetón VEGATTONE Bolsa 750g,VEGATTONE,750.0,g,10.5,vega,2024-12-05 11:46:23.316719,PANETÓN,750.0,g,10.5,PANETÓN
Panetón Tradicional Máxima Doypack 800g,,800.0,g,10.9,wong,2024-12-05 17:42:09.348768,PANETÓN,800.0,g,10.9,PANETÓN
Panetón Vegano Bona Stella Chocolate Caja 100g,,100.0,g,10.9,wong,2024-12-05 17:42:09.348768,PANETÓN,100.0,g,10.9,PANETÓN
Panetón Tradicional Metro Bolsa 800g,,800.0,g,11.5,metro,2024-12-05 15:15:01.156214,PANETÓN,800.0,g,11.5,PANETÓN
Panetón VEGA Bolsa Ziploc 800gr,Vega,800.0,g,14.9,vega,2024-12-05 11:46:23.316719,PANETÓN,800.0,g,14.9,PANETÓN
