description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Leche UHT sin Lactosa GLORIA Zero Caja 1L Paquete 3un,GLORIA,S/ 15.90,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,1.0,l,Leche UHT sin Lactosa GLORIA Zero Caja  Paquete,15.9
Leche UHT GLORIA Light Pack 3un x 1L,GLORIA,S/ 17.40,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,3.0,un,Leche UHT GLORIA Light Pack  x,17.4
Leche Light GLORIA Lata 390g Paquete 6un,GLORIA,S/ 24.80,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,390.0,g,Leche Light GLORIA Lata  Paquete,24.8
Leche UHT GLORIA Entera Pack 3un x 1L,GLORIA,S/ 16.60,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,3.0,un,Leche UHT GLORIA Entera Pack  x,16.6
Leche Descremada GLORIA Slim UHT Triple Zero Caja 1L Paquete 3un,GLORIA,S/ 17.40,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,1.0,l,Leche Descremada GLORIA Slim UHT Triple Zero Caja  Paquete,17.4
Leche Reconstituida Entera GLORIA Lata 390g Paquete 6un,GLORIA,S/ 23.50,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,390.0,g,Leche Reconstituida Entera GLORIA Lata  Paquete,23.5
Leche SBELT UHT Descremada Caja 946ml Paquete 4un,SBELT,S/ 23.50,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,946.0,ml,Leche SBELT UHT Descremada Caja  Paquete,23.5
Leche Evaporada Entera GLORIA Lata 390g Paquete 6un,GLORIA,S/ 22.90,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,390.0,g,Leche Evaporada Entera GLORIA Lata  Paquete,22.9
Leche Reconstituida Entera GLORIA Lata 390g,GLORIA,S/ 4.20,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,390.0,g,Leche Reconstituida Entera GLORIA Lata,4.2
Leche sin Lactosa LAIVE UHT Light Caja 946ml Paquete 4un,LAIVE,S/ 22.90,vivanda,YOGUR DE LECHE ENTERA,2024-12-05 21:54:10.771484,946.0,ml,Leche sin Lactosa LAIVE UHT Light Caja  Paquete,22.9
