description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pecanas Peladas Cuisine&Co Pote 100 g,S/ 13.80,wong,PECANAS,2024-12-05 18:43:13.260318,100.0,g,Pecanas Peladas Cuisine&Co Pote,13.8
Pecana Pelada x kg,S/ 149.00 x kg,wong,PECANAS,2024-12-05 18:43:13.260318,1.0,kg,Pecana Pelada,149.0
Pecanas Peladas Vallealto 135g,S/ 15.90,wong,PECANAS,2024-12-05 18:43:13.260318,135.0,g,Pecanas Peladas Vallealto,15.9
Pecanas Peladas Vallealto 90g,S/ 10.90,wong,PECANAS,2024-12-05 18:43:13.260318,90.0,g,Pecanas Peladas Vallealto,10.9
Pecana Acaramelada Cuisine & Co 80g,S/ 13.20,wong,PECANAS,2024-12-05 18:43:13.260318,80.0,g,Pecana Acaramelada Cuisine & Co,13.2
Pecanas Peladas Frutos y Snacks Seleccionados Cuisine & Co 80g,S/ 13.50,wong,PECANAS,2024-12-05 18:43:13.260318,80.0,g,Pecanas Peladas Frutos y Snacks Seleccionados Cuisine & Co,13.5
Pecana Caramel Vallealto 100g,S/ 15.70,wong,PECANAS,2024-12-05 18:43:13.260318,100.0,g,Pecana Caramel Vallealto,15.7
Pecana Pelada Villa Natura 180g,S/ 19.90,wong,PECANAS,2024-12-05 18:43:13.260318,180.0,g,Pecana Pelada Villa Natura,19.9
Pecanas Acarameladas x kg,S/ 129.00 x kg,wong,PECANAS,2024-12-05 18:43:13.260318,1.0,kg,Pecanas Acarameladas,129.0
Pecanas Peladas Villa Natura 100g,S/ 14.90,wong,PECANAS,2024-12-05 18:43:13.260318,100.0,g,Pecanas Peladas Villa Natura,14.9
Pecana en Trozos Vallealto 150g,S/ 18.10,wong,PECANAS,2024-12-05 18:43:13.260318,150.0,g,Pecana en Trozos Vallealto,18.1
Pecana Pelada Villa Natura 100g,S/ 14.90,wong,PECANAS,2024-12-05 18:43:13.260318,100.0,g,Pecana Pelada Villa Natura,14.9
Pecanas Saladas x kg,S/ 189.00 x kg,wong,PECANAS,2024-12-05 18:43:13.260318,1.0,kg,Pecanas Saladas,189.0
Chocotejas de Pecanas Helena 6un,S/ 33.50,wong,PECANAS,2024-12-05 18:43:13.260318,6.0,un,Chocotejas de Pecanas Helena,33.5
"Granola Crosoy Manzana, Canela y Pecanas 380g",S/ 14.40,wong,PECANAS,2024-12-05 18:43:13.260318,380.0,g,"Granola Crosoy Manzana, Canela y Pecanas",14.4
Chocolate con Leche Milky Pecanas y Pasas 40% Cacao 50g,S/ 8.50,wong,PECANAS,2024-12-05 18:43:13.260318,50.0,g,Chocolate con Leche Milky Pecanas y Pasas 40% Cacao,8.5
Sixpack Chocolate con Leche Milky Pecanas y Pasas 40% Cacao 50g,S/ 47.90,wong,PECANAS,2024-12-05 18:43:13.260318,50.0,g,Sixpack Chocolate con Leche Milky Pecanas y Pasas 40% Cacao,47.9
Queso Crema Gourmet Delice con Pecanas Molde 150 g,S/ 21.80,wong,PECANAS,2024-12-05 18:43:13.260318,150.0,g,Queso Crema Gourmet Delice con Pecanas Molde,21.8
