description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Azúcar Blanca Wong Bolsa 1 kg,S/ 5.10,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,1.0,kg,Azúcar Blanca Wong Bolsa,5.1
Azúcar Blanca Wong Bolsa 2 kg,S/ 9.90,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,2.0,kg,Azúcar Blanca Wong Bolsa,9.9
Azúcar Blanca Wong Bolsa 5 kg,S/ 23.90,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,5.0,kg,Azúcar Blanca Wong Bolsa,23.9
Azúcar Blanca Dulfina Bolsa1 kg,S/ 5.50,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,1.0,kg,Azúcar Blanca Dulfina Bolsa,5.5
Azúcar Blanca Refinada Dulfina Bolsa 2 kg,S/ 10.90,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,2.0,kg,Azúcar Blanca Refinada Dulfina Bolsa,10.9
Azúcar Morena Light Incauca 850g,S/ 18.60,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,850.0,g,Azúcar Morena Light Incauca,18.6
Azúcar Blanca Paramonga Bolsa 1 kg,S/ 5.80,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,1.0,kg,Azúcar Blanca Paramonga Bolsa,5.8
Azúcar Blanca Cuisine & Co 1kg,S/ 5.40,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,1.0,kg,Azúcar Blanca Cuisine & Co,5.4
Azúcar Blanca Light Incauca 850g,S/ 18.60,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,850.0,g,Azúcar Blanca Light Incauca,18.6
Azúcar Blanca Con Stevia Cuisine&Co Doypack 500 g,S/ 7.90,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,500.0,g,Azúcar Blanca Con Stevia Cuisine&Co Doypack,7.9
Azúcar Blanca Cuisine & Co 5kg,S/ 25.90,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,5.0,kg,Azúcar Blanca Cuisine & Co,25.9
Azúcar blanca light Onza Con Stevia Doy Pack 500 g,S/ 7.30,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,500.0,g,Azúcar blanca light Onza Con Stevia Doy Pack,7.3
Azúcar Morena Light Incauca Bolsa 454 g,S/ 10.60,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,454.0,g,Azúcar Morena Light Incauca Bolsa,10.6
Azúcar Blanca Light Incauca Bolsa 454 g,S/ 10.60,wong,AZÚCAR BLANCA,2024-12-05 19:00:39.056909,454.0,g,Azúcar Blanca Light Incauca Bolsa,10.6
