description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Queso Edam Laive x kg,S/ 49.90 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Laive,49.9
Queso Edam en Tajadas Braedt 180g,S/ 10.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,180.0,g,Queso Edam en Tajadas Braedt,10.9
Queso Edam Laive en Tajadas 440g,S/ 25.20,wong,QUESO EDAM,2024-12-05 18:21:22.760421,440.0,g,Queso Edam Laive en Tajadas,25.2
Queso Edam Braedt 440g,S/ 22.50,wong,QUESO EDAM,2024-12-05 18:21:22.760421,440.0,g,Queso Edam Braedt,22.5
Queso Edam Laive Sin Lactosa 180g,S/ 13.10,wong,QUESO EDAM,2024-12-05 18:21:22.760421,180.0,g,Queso Edam Laive Sin Lactosa,13.1
Queso Edam Gloria en Tajadas 500g,S/ 19.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,500.0,g,Queso Edam Gloria en Tajadas,19.9
Queso Edam Laive 180g,S/ 11.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,180.0,g,Queso Edam Laive,11.9
Queso Edam Light Cuisine & Co x kg,S/ 50.60 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Light Cuisine & Co,50.6
Queso Edam Laive + Jamón Americano Suiza 300g,S/ 11.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,300.0,g,Queso Edam Laive + Jamón Americano Suiza,11.9
Queso Edam Light Laive en Tajadas x kg,S/ 54.90 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Light Laive en Tajadas,54.9
Queso Edam Bonlé en Tajadas x kg,S/ 49.00 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Bonlé en Tajadas,49.0
Queso Edam President en Tajadas 150g,S/ 10.00,wong,QUESO EDAM,2024-12-05 18:21:22.760421,150.0,g,Queso Edam President en Tajadas,10.0
Queso Edam Delice Laminado 420g,S/ 27.40,wong,QUESO EDAM,2024-12-05 18:21:22.760421,420.0,g,Queso Edam Delice Laminado,27.4
Queso Edam Cuisine & Co Tajadas 390g,S/ 23.50,wong,QUESO EDAM,2024-12-05 18:21:22.760421,390.0,g,Queso Edam Cuisine & Co Tajadas,23.5
Queso Edam Gloria en Tajadas 250g,S/ 15.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,250.0,g,Queso Edam Gloria en Tajadas,15.9
Queso Edam Cuisine & Co x kg,S/ 49.90 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Cuisine & Co,49.9
Queso Edam Président 225g,S/ 15.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,225.0,g,Queso Edam Président,15.9
Queso Edam Bonlé en tajadas paquete 185 g,S/ 9.50,wong,QUESO EDAM,2024-12-05 18:21:22.760421,185.0,g,Queso Edam Bonlé en tajadas paquete,9.5
Queso Edam Laminado Piamonte Paquete 200 g,S/ 14.50,wong,QUESO EDAM,2024-12-05 18:21:22.760421,200.0,g,Queso Edam Laminado Piamonte Paquete,14.5
Queso Edam De Origen Laminado 500g,S/ 45.20,wong,QUESO EDAM,2024-12-05 18:21:22.760421,500.0,g,Queso Edam De Origen Laminado,45.2
Queso Edam Président en Tajadas x kg,S/ 51.50 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Président en Tajadas,51.5
Queso Vegano Tipo Edam Quesano Láminas 180g,S/ 23.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,180.0,g,Queso Vegano Tipo Edam Quesano Láminas,23.9
Queso Edam Cuisine & Co Tajadas 150g,S/ 11.90,wong,QUESO EDAM,2024-12-05 18:21:22.760421,150.0,g,Queso Edam Cuisine & Co Tajadas,11.9
Queso Edam De Origen Laminado Paquete 300 g,S/ 27.20,wong,QUESO EDAM,2024-12-05 18:21:22.760421,300.0,g,Queso Edam De Origen Laminado Paquete,27.2
Queso Edam Duman x kg,S/ 44.00 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Duman,44.0
Queso Edam Braedt en Tajadas x kg,S/ 60.90 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Edam Braedt en Tajadas,60.9
Queso Maduro Edam Vonk Bola al Vacío x Kilo,S/ 107.00 x kg,wong,QUESO EDAM,2024-12-05 18:21:22.760421,1.0,kg,Queso Maduro Edam Vonk Bola al Vacío,107.0
Queso Edam Laive + Jamonada Suiza 160g,S/ 9.10,wong,QUESO EDAM,2024-12-05 18:21:22.760421,160.0,g,Queso Edam Laive + Jamonada Suiza,9.1
